sequence_name,sample_date,epi_week,country,adm1,adm2,lineage,lineages_version,uk_lineage,acc_lineage,del_lineage,phylotype,acc_introduction,del_introduction,sequencing_org_code
England/20118151104/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4869,B.2_462,B.2_515,,B.2_410,B.2_436,PHEC
England/20119047104/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK83,B.1.X_41,B.1.X_480,UK83_1.1,B.1.X_431,B.1.X_431,PHEC
England/20118123004/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1.7,2020-05-19,UK5194,B.1.X_78,B.1.X_517,UK5194_1,B.1.X_288,B.1.X_288,PHEC
England/20118147504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK4424,B.1.X_2691,B.1.X_3140,,B.1.X_3328,B.1.X_3889,PHEC
England/20119042004/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK614,B.2_461,B.2_514,UK614_1,B.2_411,B.2_437,PHEC
England/20119037304/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,A.5,2020-05-19,UK43,A_45,A_45,UK43_1,A_62,A_62,PHEC
England/20118123204/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK2774,B.1.X_64,B.1.X_503,,B.1.X_318,B.1.X_318,PHEC
England/20118108504/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK2367,B.1_909,B.1_927,,B.1_2383,B.1_2426,PHEC
England/20118057904/2020,2020-03-12,11.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1171,B.2_1249,PHEC
England/20116165804/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK5461,B.2_858,B.2_909,,B.2_1219,B.2_1297,PHEC
England/20118159104/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5500,B.2_806,B.2_857,,B.2_1281,B.2_1359,PHEC
England/20118087404/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_57,UK5_1.1.1.1.1,B.1.X_613,B.1.X_768,PHEC
England/20119057904/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4870,B.2_460,B.2_513,,B.2_412,B.2_438,PHEC
England/20119009304/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3917,B.1.X_992,B.1.X_1449,,B.1.X_2798,B.1.X_3359,PHEC
England/20118016704/2020,2020-03-11,11.0,UK,UK-ENG,,B.1.13,2020-05-19,UK9,B.1_4,B.1_4,UK9_1,B.1_155,B.1_155,PHEC
England/20119037604/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.2,2020-05-19,UK5557,B.2_83,B.2_132,UK5557_1,B.2_791,B.2_817,PHEC
England/20118050904/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK615,B.2_459,B.2_512,,B.2_413,B.2_439,PHEC
England/20118112104/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK2696,B.1.X_2614,B.1.X_3063,,B.1.X_97,B.1.X_97,PHEC
England/20119054604/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK178,B.1.X_240,B.1.X_683,UK178_1,B.1.X_1008,B.1.X_1530,PHEC
England/20118039804/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK1075,B_48,B_55,,B_198,B_199,PHEC
England/20119005304/2020,2020-03-13,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119030804/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK1764,B_17,B_24,UK1764_1.2,B_244,B_245,PHEC
England/20118070704/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4871,B.2_458,B.2_511,,B.2_414,B.2_440,PHEC
England/20118108604/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK2368,B.1_908,B.1_926,,B.1_2384,B.1_2427,PHEC
England/20119007704/2020,2020-03-11,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5501,B.2_805,B.2_856,,B.2_1282,B.2_1360,PHEC
England/20119056704/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK689,B.2_1138,B.2_1189,UK689_1.1,B.2_754,B.2_780,PHEC
England/20119049604/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK1285,B_154,B_180,,B_278,B_279,PHEC
England/20118178504/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK9,B.1_4,B.1_4,UK9_1,B.1_156,B.1_156,PHEC
England/20119039204/2020,2020-03-14,11.0,UK,UK-ENG,,B.1,2020-05-19,UK64,B.1_350,B.1_359,UK64_1,B.1_1864,B.1_1905,PHEC
England/20119032104/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.7,2020-05-19,UK5197,B.1.X_75,B.1.X_514,,B.1.X_291,B.1.X_291,PHEC
England/20118175304/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2369,B.1_907,B.1_925,,B.1_2385,B.1_2428,PHEC
England/20118050304/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK5486,B.1.X_991,B.1.X_1448,,B.1.X_2799,B.1.X_3360,PHEC
England/20119027904/2020,2020-03-14,11.0,UK,UK-ENG,CITY OF LONDON,B.1.p11,2020-05-19,UK4314,B.1_433,B.1_446,,B.1_1472,B.1_1485,PHEC
England/20118085604/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5783,B.2_999,B.2_1050,,B.2_1047,B.2_1125,PHEC
England/20119029504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.7,2020-05-19,UK18,B.1.X_5,B.1.X_429,UK18_1,B.1.X_261,B.1.X_261,PHEC
England/20118177604/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5784,B.2_998,B.2_1049,,B.2_1048,B.2_1126,PHEC
England/20119044404/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4872,B.2_457,B.2_510,,B.2_415,B.2_441,PHEC
England/20119002404/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4873,B.2_456,B.2_509,,B.2_416,B.2_442,PHEC
England/20119023104/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK77,B.2_133,B.2_22,UK77_1.1,B.2_881,B.2_934,PHEC
England/20119000304/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK2370,B.1_906,B.1_924,,B.1_2386,B.1_2429,PHEC
England/20119048004/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4874,B.2_455,B.2_508,,B.2_417,B.2_443,PHEC
England/20118042804/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2371,B.1_905,B.1_923,,B.1_2387,B.1_2430,PHEC
England/20118054004/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1668,B.1_1681,PHEC
England/20119009904/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1172,B.2_1250,PHEC
England/20118143704/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK288,B.2_105,B.2_156,UK288_1,B.2_58,B.2_81,PHEC
England/20119041304/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.2,2020-05-19,UK5608,B.2_32,B.2_81,UK5608_1,B.2_842,B.2_868,PHEC
England/20118133504/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4875,B.2_454,B.2_507,,B.2_418,B.2_444,PHEC
England/20118050804/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK2580,B.1.X_2593,B.1.X_3042,,B.1.X_118,B.1.X_118,PHEC
England/20119005804/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4876,B.2_453,B.2_506,,B.2_419,B.2_445,PHEC
England/20118142904/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3918,B.1.X_990,B.1.X_1447,,B.1.X_2800,B.1.X_3361,PHEC
England/20119005204/2020,2020-03-13,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119006204/2020,2020-03-13,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119019304/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK1195,B_81,B_88,,B_161,B_162,PHEC
England/20118152604/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.p11,2020-05-19,UK12,B.1_79,B.1_85,UK12_1,B.1_1280,B.1_1293,PHEC
England/20118087504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_56,UK5_1.1.1.1.1,B.1.X_613,B.1.X_769,PHEC
England/20119029804/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK2372,B.1_904,B.1_922,,B.1_2388,B.1_2431,PHEC
England/20118070604/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4636,B.2_787,B.2_839,,B.2_20,B.2_43,PHEC
England/20118000304/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.2,2020-05-19,UK5557,B.2_83,B.2_132,UK5557_1,B.2_791,B.2_817,PHEC
England/20119011704/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK74,B.1_346,B.1_354,UK74_1,B.1_1879,B.1_1921,PHEC
England/20118152504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.7,2020-05-19,UK18,B.1.X_5,B.1.X_429,UK18_1.6,B.1.X_260,B.1.X_260,PHEC
England/20118059904/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3919,B.1.X_1621,B.1.X_2078,UK3919_1,B.1.X_2169,B.1.X_2730,PHEC
England/20118061804/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2373,B.1_903,B.1_921,,B.1_2389,B.1_2432,PHEC
England/20118040004/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5785,B.2_997,B.2_1048,,B.2_1049,B.2_1127,PHEC
England/20119008704/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3920,B.1.X_989,B.1.X_1446,,B.1.X_2801,B.1.X_3362,PHEC
England/20118050504/2020,2020-03-13,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3921,B.1.X_988,B.1.X_1445,,B.1.X_2802,B.1.X_3363,PHEC
England/20119007204/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.p11,2020-05-19,UK2464,B.1_82,B.1_88,UK2464_1,B.1_1128,B.1_1141,PHEC
England/20118128304/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20118111804/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4877,B.2_452,B.2_505,,B.2_420,B.2_446,PHEC
England/20119006604/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK387,B.2_814,B.2_865,UK387_1,B.2_1273,B.2_1351,PHEC
England/20118109204/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK46,B.2_101,B.2_152,UK46_1,B.2_76,B.2_99,PHEC
England/20118132404/2020,2020-03-12,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5786,B.2_996,B.2_1047,,B.2_1050,B.2_1128,PHEC
England/20118131904/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4878,B.2_451,B.2_504,,B.2_421,B.2_447,PHEC
England/20119000804/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.5,2020-05-19,UK1825,B.1_670,B.1_688,,B.1_336,B.1_336,PHEC
England/20118146504/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4879,B.2_450,B.2_503,,B.2_422,B.2_448,PHEC
England/20119011604/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK74,B.1_346,B.1_354,UK74_1,B.1_1933,B.1_1975,PHEC
England/20118147904/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5635,B.2_1129,B.2_1180,,B.2_869,B.2_895,PHEC
England/20119002204/2020,2020-03-14,11.0,UK,UK-ENG,CUMBRIA,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1669,B.1_1682,PHEC
England/20119015604/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK143,B.2_604,B.2_657,UK143_1,B.2_268,B.2_294,PHEC
England/20119047904/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4654,B.2_781,B.2_833,,B.2_26,B.2_49,PHEC
England/20118084404/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3922,B.1.X_987,B.1.X_1444,,B.1.X_2803,B.1.X_3364,PHEC
England/20118042004/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK1695,B.1_37,B.1_38,,B.1_210,B.1_210,PHEC
England/20119041204/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK171,B.2_550,B.2_603,UK171_1,B.2_322,B.2_348,PHEC
England/20118160304/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B,2020-05-19,UK1392,B_363,B_389,,B_531,B_565,PHEC
England/20119035104/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3923,B.1.X_986,B.1.X_1443,,B.1.X_2804,B.1.X_3365,PHEC
England/20119043104/2020,2020-03-13,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5787,B.2_995,B.2_1046,,B.2_1051,B.2_1129,PHEC
England/20118060904/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4880,B.2_449,B.2_502,,B.2_423,B.2_449,PHEC
England/20118070804/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4881,B.2_448,B.2_501,,B.2_424,B.2_450,PHEC
England/20118060704/2020,2020-03-13,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3924,B.1.X_985,B.1.X_1442,,B.1.X_2805,B.1.X_3366,PHEC
England/20118104004/2020,2020-03-11,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20118124504/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.13,2020-05-19,UK9,B.1_4,B.1_4,UK9_1,B.1_157,B.1_157,PHEC
England/20118104104/2020,2020-03-11,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119040504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2374,B.1_902,B.1_920,,B.1_2390,B.1_2433,PHEC
England/20119006904/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK735,B_63,B_70,UK735_1,B_183,B_184,PHEC
England/20119027704/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK244,B.1.X_516,B.1.X_973,UK244_1,B.1.X_240,B.1.X_240,PHEC
England/20119057204/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.2,2020-05-19,UK5557,B.2_83,B.2_132,UK5557_1,B.2_791,B.2_817,PHEC
England/20119009104/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK4580,B.1.Y.X_140,B.1.Y.X_149,,B.1.Y.X_346,B.1.Y.X_356,PHEC
England/20118130804/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK152,B.2_587,B.2_640,UK152_1,B.2_285,B.2_311,PHEC
England/20119026204/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK258,B.2_635,B.2_688,UK258_1,B.2_237,B.2_263,PHEC
England/20119044204/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3925,B.1.X_984,B.1.X_1441,,B.1.X_2806,B.1.X_3367,PHEC
England/20118111104/2020,2020-03-12,11.0,UK,UK-ENG,CITY OF LONDON,B.1.1.7,2020-05-19,UK5198,B.1.X_74,B.1.X_513,,B.1.X_292,B.1.X_292,PHEC
England/20118158504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK5462,B.2_857,B.2_908,,B.2_1220,B.2_1298,PHEC
England/20118042504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4882,B.2_447,B.2_500,,B.2_425,B.2_451,PHEC
England/20119039404/2020,2020-03-12,11.0,UK,UK-ENG,,B.1,2020-05-19,UK19,B.1.Y.X_61,B.1.Y.X_70,UK19_1,B.1.Y.X_149,B.1.Y.X_149,PHEC
England/20118132204/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1.2,B.1_1562,B.1_1575,PHEC
England/20119001304/2020,2020-03-13,11.0,UK,UK-ENG,CHESHIRE,B.1,2020-05-19,UK3,B.1_1199,B.1_1217,UK3_1,B.1_2093,B.1_2136,PHEC
England/20119002504/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4883,B.2_446,B.2_499,,B.2_426,B.2_452,PHEC
England/20118176104/2020,2020-03-13,11.0,UK,UK-ENG,,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1548,B.1_1561,PHEC
England/20119009404/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3926,B.1.X_983,B.1.X_1440,,B.1.X_2807,B.1.X_3368,PHEC
England/20118070504/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4884,B.2_445,B.2_498,,B.2_427,B.2_453,PHEC
England/20118057804/2020,2020-03-12,11.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1173,B.2_1251,PHEC
England/20118054104/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1670,B.1_1683,PHEC
England/20118012304/2020,2020-03-13,11.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_55,UK5_1.1.1.1.1,B.1.X_613,B.1.X_770,PHEC
England/20118171704/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK4581,B.1.Y.X_139,B.1.Y.X_148,,B.1.Y.X_347,B.1.Y.X_357,PHEC
England/20119032004/2020,2020-03-11,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK32,B.1.X_307,B.1.X_756,UK32_1,B.1.X_636,B.1.X_1138,PHEC
England/20119002104/2020,2020-03-12,11.0,UK,UK-ENG,GREATER MANCHESTER,B.1,2020-05-19,UK41,B.1_364,B.1_375,UK41_1,B.1_1767,B.1_1799,PHEC
England/20119049904/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.5,2020-05-19,UK2375,B.1_901,B.1_919,,B.1_2391,B.1_2434,PHEC
England/20118128204/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20118062704/2020,2020-03-11,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4885,B.2_444,B.2_497,,B.2_428,B.2_454,PHEC
England/20118050404/2020,2020-03-11,11.0,UK,UK-ENG,,B.1,2020-05-19,UK2376,B.1_900,B.1_918,,B.1_2392,B.1_2435,PHEC
England/20119000404/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1.7,2020-05-19,UK5199,B.1.X_73,B.1.X_512,,B.1.X_293,B.1.X_293,PHEC
England/20118016104/2020,2020-03-10,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4886,B.2_443,B.2_496,,B.2_429,B.2_455,PHEC
England/20118111904/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK275,B.1_44,B.1_45,UK275_1,B.1_203,B.1_203,PHEC
England/20118143104/2020,2020-03-12,11.0,UK,UK-ENG,,B.3,2020-05-19,UK62,B_180,B_206,UK62_1.1.2,B_252,B_253,PHEC
England/20119004204/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4887,B.2_442,B.2_495,,B.2_430,B.2_456,PHEC
England/20119034404/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.7,2020-05-19,UK5173,B.1.X_99,B.1.X_538,,B.1.X_242,B.1.X_242,PHEC
England/20116159902/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4888,B.2_441,B.2_494,,B.2_431,B.2_457,PHEC
England/20119004304/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4889,B.2_440,B.2_493,,B.2_432,B.2_458,PHEC
England/20118133304/2020,2020-03-13,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5788,B.2_994,B.2_1045,UK5788_1,B.2_1052,B.2_1130,PHEC
England/20118109104/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK46,B.2_101,B.2_152,UK46_1,B.2_77,B.2_100,PHEC
England/CAMB-7AA7C/2020,2020-04-07,15.0,UK,UK-ENG,ESSEX,B.2.1,2020-05-19,UK206,B.2_680,B.2_733,UK206_1.1.1,B.2_192,B.2_218,CAMB
England/CAMB-7AC76/2020,2020-04-08,15.0,UK,UK-ENG,ESSEX,B.2.1,2020-05-19,UK115,B.2_763,B.2_816,UK115_1.4,B.2_109,B.2_135,CAMB
England/CAMB-7AC49/2020,2020-04-08,15.0,UK,UK-ENG,ESSEX,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_3,UK5_1.1.1.1.1.1.2,B.1.X_613,B.1.X_641,CAMB
England/CAMB-7AC3A/2020,2020-04-08,15.0,UK,UK-ENG,GREATER_LONDON,B.1.1,2020-05-19,UK886,B.1.X_1530,B.1.X_1987,UK886_1,B.1.X_2260,B.1.X_2821,CAMB
England/CAMB-7AB1F/2020,2020-04-08,15.0,UK,UK-ENG,GREATER_LONDON,B.1.1,2020-05-19,UK515,B.1.X_1379,B.1.X_1836,UK515_1,B.1.X_2411,B.1.X_2972,CAMB
England/CAMB-7ACA3/2020,2020-04-06,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.9,2020-05-19,UK23,B_477,B_5,UK23_1.1.1.1,B_328,B_331,CAMB
England/CAMB-7AAD6/2020,2020-04-07,15.0,UK,UK-ENG,SUFFOLK,B.2.1,2020-05-19,UK4890,B.2_439,B.2_492,,B.2_433,B.2_459,CAMB
England/CAMB-7AAE5/2020,2020-04-08,15.0,UK,UK-ENG,SUFFOLK,B.1.1,2020-05-19,UK183,B.1.X_1745,B.1.X_2202,UK183_1,B.1.X_2045,B.1.X_2606,CAMB
England/CAMB-7AC67/2020,2020-04-08,15.0,UK,UK-ENG,ESSEX,B.1.5,2020-05-19,UK1826,B.1_561,B.1_579,,B.1_929,B.1_929,CAMB
England/CAMB-7AA8B/2020,2020-04-08,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK446,B.1.X_1712,B.1.X_2169,UK446_1,B.1.X_2078,B.1.X_2639,CAMB
England/CAMB-7AB00/2020,2020-04-07,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.p11,2020-05-19,UK12,B.1_79,B.1_85,UK12_1.3,B.1_1271,B.1_1284,CAMB
England/CAMB-7AAC7/2020,2020-04-07,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK3927,B.1.X_982,B.1.X_1439,,B.1.X_2808,B.1.X_3369,CAMB
England/CAMB-7AC58/2020,2020-04-08,15.0,UK,UK-ENG,BEDFORDSHIRE,B.1.1.8,2020-05-19,UK66,B.1.X_13,B.1.X_443,UK66_1,B.1.X_683,B.1.X_1185,CAMB
England/CAMB-7AC2B/2020,2020-04-08,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK5307,B.1.X_226,B.1.X_669,UK5307_1.1,B.1.X_1033,B.1.X_1555,CAMB
England/CAMB-7AB2E/2020,2020-04-05,15.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK3928,B.1.X_981,B.1.X_1438,,B.1.X_2809,B.1.X_3370,CAMB
England/CAMB-7AC0D/2020,2020-04-08,15.0,UK,UK-ENG,ESSEX,B,2020-05-19,UK1393,B_362,B_388,,B_532,B_566,CAMB
England/CAMB-7AAB8/2020,2020-04-07,15.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK277,B.1.X_2261,B.1.X_2718,UK277_1,B.1.X_1529,B.1.X_2090,CAMB
England/CAMB-7AC85/2020,2020-04-08,15.0,UK,UK-ENG,SUFFOLK,B.3,2020-05-19,UK339,B_68,B_75,UK339_1.2,B_178,B_179,CAMB
England/CAMB-7AC94/2020,2020-04-07,15.0,UK,UK-ENG,BEDFORDSHIRE,B.1.p11,2020-05-19,UK2464,B.1_82,B.1_88,UK2464_1.31,B.1_1129,B.1_1142,CAMB
England/CAMB-7AAF4/2020,2020-04-07,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK354,B.1.X_2282,B.1.X_2739,UK354_1,B.1.X_1508,B.1.X_2069,CAMB
England/CAMB-7AAA9/2020,2020-04-07,15.0,UK,UK-ENG,ESSEX,B.1.1.10,2020-05-19,UK2862,B.1.X_328,B.1.X_778,,B.1.X_593,B.1.X_610,CAMB
England/20122007006/2020,2020-03-16,12.0,UK,UK-ENG,,B.2,2020-05-19,UK77,B.2_133,B.2_30,UK77_1.1.8,B.2_881,B.2_926,PHEC
England/20124097004/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.5,2020-05-19,UK786,B.2_856,B.2_907,UK786_1,B.2_1221,B.2_1299,PHEC
England/20122032304/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4891,B.2_438,B.2_491,,B.2_434,B.2_460,PHEC
